timestamp,event_type,session_start,round_number,round_start_time,round_end_time,round_duration_sec,round_distance_m,battery_start_pct,battery_end_pct,battery_drain_pct,total_distance_m,session_uptime_sec,cancel_reason,snapshot_path,notes
2026-04-06 09:45:52,SESSION_START,20260406_094552,,20260406_094552,,,,,,,0.000,0.2,,,Robot powered on. Log: /home/jetson/amr_logs/session_20260406_094552.csv
2026-04-06 09:46:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.7,0.00,0.000,30.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-06 09:46:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.6,0.10,0.000,60.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-06 09:47:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.6,0.10,0.000,90.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-06 09:47:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.5,0.20,0.000,120.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-06 09:48:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.4,0.30,0.000,150.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-06 09:48:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.4,0.30,0.000,180.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-06 09:49:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.4,0.30,0.000,210.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-06 09:49:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.3,0.40,0.000,240.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.40%
2026-04-06 09:50:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.3,0.40,0.000,270.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.40%
2026-04-06 09:50:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.2,0.50,0.000,300.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-06 09:51:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.2,0.50,0.000,330.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-06 09:51:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.2,0.50,0.000,360.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-06 09:52:18,NAV_STARTED,20260406_094552,1,2026-04-06 09:52:18,,,,23.1,23.1,,0.000,386.1,,,
2026-04-06 09:52:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.1,0.60,0.000,390.2,,,Rounds completed: 1  |  Active goals: 1  |  Session drain: 0.60%
2026-04-06 09:52:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.1,0.60,0.000,420.2,,,Rounds completed: 1  |  Active goals: 1  |  Session drain: 0.60%
2026-04-06 09:52:59,NAV_ABORTED,20260406_094552,1,2026-04-06 09:52:18,2026-04-06 09:52:59,41.2,0.000,23.1,23.1,0.00,0.000,427.4,Navigation aborted — planner / controller failure,/home/jetson/amr_logs/snapshots/snap_ABORTED_R001_20260406_095259_BAT23pct_D0.0m.jpg,
2026-04-06 09:53:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.0,0.70,0.000,450.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.70%
2026-04-06 09:53:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,23.0,0.70,0.000,480.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.70%
2026-04-06 09:54:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.9,0.80,0.000,510.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.80%
2026-04-06 09:54:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.9,0.80,0.000,540.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.80%
2026-04-06 09:55:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.9,0.80,0.000,570.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.80%
2026-04-06 09:55:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.8,0.90,0.000,600.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.90%
2026-04-06 09:56:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.8,0.90,0.000,630.2,,,Rounds completed: 1  |  Active goals: 0  |  Session drain: 0.90%
2026-04-06 09:56:48,NAV_STARTED,20260406_094552,2,2026-04-06 09:56:48,,,,22.8,22.8,,0.000,656.1,,,
2026-04-06 09:56:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.7,1.00,0.000,660.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 1.00%
2026-04-06 09:57:22,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.7,1.00,0.000,690.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 1.00%
2026-04-06 09:57:27,NAV_ABORTED,20260406_094552,2,2026-04-06 09:56:48,2026-04-06 09:57:27,39.2,0.000,22.8,22.7,0.10,0.000,695.3,Navigation aborted — planner / controller failure,/home/jetson/amr_logs/snapshots/snap_ABORTED_R002_20260406_095727_BAT23pct_D0.0m.jpg,
2026-04-06 09:57:52,STATUS_HEARTBEAT,20260406_094552,,,,,,,22.7,1.00,0.000,720.2,,,Rounds completed: 2  |  Active goals: 0  |  Session drain: 1.00%
