timestamp,event_type,session_start,round_number,round_start_time,round_end_time,round_duration_sec,round_distance_m,battery_start_pct,battery_end_pct,battery_drain_pct,total_distance_m,session_uptime_sec,cancel_reason,snapshot_path,notes
2026-04-04 09:28:59,SESSION_START,20260404_092859,,20260404_092859,,,,,,,0.000,0.2,,,Robot powered on. Log: /home/jetson/amr_logs/session_20260404_092859.csv
2026-04-04 09:29:29,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.4,0.00,0.000,30.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-04 09:29:59,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.4,0.00,0.000,60.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-04 09:30:29,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.3,0.10,0.000,90.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-04 09:30:59,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.3,0.10,0.000,120.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-04 09:31:29,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.3,0.10,0.000,150.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-04 09:31:59,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.2,0.20,0.000,180.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-04 09:32:29,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.2,0.20,0.000,210.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-04 09:32:59,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.1,0.30,0.000,240.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-04 09:33:29,STATUS_HEARTBEAT,20260404_092859,,,,,,,69.1,0.30,0.000,270.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
