timestamp,event_type,session_start,round_number,round_start_time,round_end_time,round_duration_sec,round_distance_m,battery_start_pct,battery_end_pct,battery_drain_pct,total_distance_m,session_uptime_sec,cancel_reason,snapshot_path,notes
2026-04-07 09:40:16,SESSION_START,20260407_094015,,20260407_094015,,,,,,,0.000,0.3,,,Robot powered on. Log: /home/jetson/amr_logs/session_20260407_094015.csv
2026-04-07 09:40:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.2,0.00,0.000,30.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-07 09:41:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.1,0.10,0.000,60.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-07 09:41:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.1,0.10,0.000,90.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-07 09:42:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.1,0.10,0.000,120.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-07 09:42:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.0,0.20,0.000,150.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-07 09:43:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,63.0,0.20,0.000,180.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-07 09:43:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.9,0.30,0.000,210.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-07 09:44:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.9,0.30,0.000,240.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-07 09:44:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.9,0.30,0.000,270.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.30%
2026-04-07 09:45:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.8,0.40,0.000,300.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.40%
2026-04-07 09:45:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.8,0.40,0.000,330.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.40%
2026-04-07 09:46:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.7,0.50,0.000,360.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-07 09:46:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.7,0.50,0.000,390.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-07 09:47:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.7,0.50,0.000,420.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.50%
2026-04-07 09:47:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.6,0.60,0.000,450.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.60%
2026-04-07 09:48:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.6,0.60,0.000,480.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.60%
2026-04-07 09:48:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.5,0.70,0.000,510.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.70%
2026-04-07 09:49:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.5,0.70,0.000,540.3,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.70%
2026-04-07 09:49:43,NAV_STARTED,20260407_094015,1,2026-04-07 09:49:43,,,,62.5,62.5,,0.000,567.8,,,
2026-04-07 09:49:46,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.5,0.70,0.000,570.3,,,Rounds completed: 1  |  Active goals: 1  |  Session drain: 0.70%
2026-04-07 09:50:00,NAV_COMPLETED,20260407_094015,1,2026-04-07 09:49:43,2026-04-07 09:50:00,16.9,0.000,62.5,62.4,0.10,0.000,584.7,,,
2026-04-07 09:50:00,NAV_STARTED,20260407_094015,2,2026-04-07 09:50:00,,,,62.4,62.4,,0.000,585.1,,,
2026-04-07 09:50:16,STATUS_HEARTBEAT,20260407_094015,,,,,,,62.4,0.80,0.000,600.3,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 0.80%
