timestamp,event_type,session_start,round_number,round_start_time,round_end_time,round_duration_sec,round_distance_m,battery_start_pct,battery_end_pct,battery_drain_pct,total_distance_m,session_uptime_sec,cancel_reason,snapshot_path,notes
2026-04-03 10:44:59,SESSION_START,20260403_104459,,20260403_104459,,,,,,,0.000,0.2,,,Robot powered on. Log: /home/jetson/amr_logs/session_20260403_104459.csv
2026-04-03 10:45:29,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.9,0.00,0.000,30.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-03 10:45:59,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.9,0.00,0.000,60.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.00%
2026-04-03 10:46:29,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.8,0.10,0.000,90.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-03 10:46:59,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.8,0.10,0.000,120.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.10%
2026-04-03 10:47:29,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.7,0.20,0.000,150.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-03 10:47:59,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.7,0.20,0.000,180.2,,,Rounds completed: 0  |  Active goals: 0  |  Session drain: 0.20%
2026-04-03 10:48:01,NAV_STARTED,20260403_104459,1,2026-04-03 10:48:01,,,,99.7,99.7,,0.000,181.7,,,
2026-04-03 10:48:23,NAV_COMPLETED,20260403_104459,1,2026-04-03 10:48:01,2026-04-03 10:48:23,22.5,0.000,99.7,99.7,0.00,0.000,204.2,,,
2026-04-03 10:48:23,NAV_STARTED,20260403_104459,2,2026-04-03 10:48:23,,,,99.7,99.7,,0.000,204.5,,,
2026-04-03 10:48:29,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.7,0.20,0.000,210.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 0.20%
2026-04-03 10:48:59,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.6,0.30,0.000,240.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 0.30%
2026-04-03 10:49:29,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.5,0.40,0.000,270.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 0.40%
2026-04-03 10:49:59,STATUS_HEARTBEAT,20260403_104459,,,,,,,99.4,0.50,0.000,300.2,,,Rounds completed: 2  |  Active goals: 1  |  Session drain: 0.50%
